0, 0, header, 1, 1, 30000
1, 0, start_track
1, 0, control_c, 0, 10, 127
1, 0, control_c, 1, 10, 127
1, 0, control_c, 3, 10, 127
1, 0, control_c, 2, 10, 127
1, 0, control_c, 4, 10, 127
1, 0, pitch_bend_c, 0, 6891
1, 0, pitch_bend_c, 5, 6891
1, 0, program_c, 0, 9
1, 0, program_c, 1, 9
1, 0, program_c, 3, 9
1, 0, program_c, 2, 9
1, 0, program_c, 4, 9
1, 0, program_c, 0, 9
1, 0, program_c, 5, 10
1, 0, control_c, 0, 123, 0
1, 0, control_c, 1, 123, 0
1, 0, control_c, 3, 123, 0
1, 0, control_c, 2, 123, 0
1, 0, control_c, 4, 123, 0
1, 0, control_c, 5, 123, 0
1, 0, control_c, 6, 123, 0
1, 0, control_c, 8, 123, 0
1, 0, control_c, 7, 123, 0
1, 0, control_c, 10, 123, 0
1, 0, bpm, 100
1, 0, meter, 7, 4
1, 0, marker_t, Measure 1/19 Length: 0:04.2000 (0:00.0000 - 0:04.2000) endTick: 210000 Original Meter: 7/5 Spoofed Meter: 7/4 Composer: RandomChordComposer D6add9 A#7sus4
1, 0, pitch_bend_c, 1, 5207
1, 0, pitch_bend_c, 3, 8536
1, 0, pitch_bend_c, 6, 5207
1, 0, pitch_bend_c, 8, 8536
1, 0, pitch_bend_c, 2, 8536
1, 0, pitch_bend_c, 4, 5207
1, 0, pitch_bend_c, 7, 8536
1, 0, pitch_bend_c, 10, 5207
1, 0, control_c, 0, 10, 70
1, 0, control_c, 1, 10, 70
1, 0, control_c, 3, 10, 70
1, 0, control_c, 2, 10, 70
1, 0, control_c, 4, 10, 70
1, 0, control_c, 5, 10, 67
1, 0, control_c, 6, 10, 67
1, 0, control_c, 8, 10, 67
1, 0, control_c, 7, 10, 67
1, 0, control_c, 10, 10, 67
1, 0, control_c, 0, 1, 15
1, 0, control_c, 1, 1, 10
1, 0, control_c, 3, 1, 1
1, 0, control_c, 2, 1, 7
1, 0, control_c, 4, 1, 20
1, 0, control_c, 0, 5, 82
1, 0, control_c, 1, 5, 23
1, 0, control_c, 3, 5, 30
1, 0, control_c, 2, 5, 77
1, 0, control_c, 4, 5, 58
1, 0, control_c, 0, 11, 127
1, 0, control_c, 1, 11, 118
1, 0, control_c, 3, 11, 123
